Id|ExportNaarOrafin|Naam|VerantwoordelijkeAutoriteitCode|status uit ipdc
DVR000002403|False|Schenkbelasting (Registratiebelasting)|OVO000031|actief
DVR000002404|False|Erfbelasting|OVO000031|actief
DVR000002405|False|Vrijstelling van erfbelasting op de gezinswoning voor de langstlevende partner|OVO000031|actief
DVR000002406|False|Recht op hypotheekvestiging (Registratiebelastingen)|OVO000031|actief
DVR000002407|False|Verdeelrechten (Registratiebelastingen)|OVO000031|actief
DVR000002408|False|Aankoop van een sociale woning of bouwgrond bij een sociale huisvestingsmaatschappij (SHM)|OVO000103|actief
DVR000002409|False|Vermindering van de verkooprechten voor een bescheiden woning (Klein beschrijf)|OVO000031|actief
DVR000002410|False|Meeneembaarheid van verkooprechten|OVO000031|actief
DVR000002411|False|Vermindering van de verkooprechten voor een enige woning (Abattement)|OVO000031|actief
DVR000002412|False|Vermindering van de verkooprechten bij een hypothecaire lening voor een enige woning (Bijabattement)|OVO000031|actief
DVR000002413|False|Vermindering van de verkooprechten bij renovatie van een verwaarloosd of leegstaand pand (Renovatie-abattement)|OVO000031|actief
DVR000002414|False|Huisonderwijs voor leerplichtige kinderen|OVO000050|actief
DVR000002415|False|Tegemoetkoming in reis- en verblijfkosten voor internationale samenwerking rond volksontwikkeling en lokaal cultuurbeleid|OVO000067|actief
DVR000002416|False|Vakantieaanbod met korting voor mensen die het financieel moeilijk hebben|OVO000034|actief
DVR000002417|False|Toelatingsexamens arts en tandarts|OVO001951|actief
DVR000002418|False|Tijdelijk Onderwijs Aan Huis (TOAH) voor zieke leerlingen|OVO000050|actief
DVR000002419|False|Een getuigschrift basisonderwijs behalen via de Examencommissie basisonderwijs|OVO000049|actief
DVR000002420|False|Een diploma of getuigschrift secundair onderwijs behalen via de Examencommissie secundair onderwijs|OVO001951|actief
DVR000002421|False|Leerlingenvervoer in het buitengewoon onderwijs|OVO000049|actief
DVR000002422|False|Vermindering van de onroerende voorheffing voor personen met een handicap|OVO000031|actief
DVR000002423|False|Geïntegreerd onderwijs: GON-begeleiding in het onderwijs|OVO000050|stopgezet
DVR000002424|False|Groenestroomcertificaten voor zonnepanelen|OVO000090|actief
DVR000002425|False|Studietoelage voor het hoger onderwijs|OVO001951|actief
DVR000002426|False|Schooltoelage voor het basisonderwijs en het secundair onderwijs|OVO001951|actief
DVR000002427|False|Verhoogde investeringsaftrek voor energiebesparende investeringen door bedrijven|OVO005190|actief
DVR000002428|False|Vermindering van de onroerende voorheffing voor huurders|OVO000031|actief
DVR000002429|False|Attest voor de erkenning van een Vlaams diploma of getuigschrift in het buitenland|OVO001951|actief
DVR000002430|False|Premie van de netbeheerder voor een zonneboiler|OVO000090|actief
DVR000002431|False|Vermindering van de onroerende voorheffing voor een energiezuinig nieuw gebouw|OVO000031|actief
DVR000002432|False|Leerkrediet voor studenten hoger onderwijs|OVO001951|actief
DVR000002433|False|Diploma hoger onderwijs behalen via een diplomacontract|OVO001951|actief
DVR000002434|False|Credits hoger onderwijs behalen via een creditcontract|OVO001951|actief
DVR000002435|False|Diploma hoger onderwijs behalen via een examencontract|OVO001951|actief
DVR000002436|False|Opgraving van een stoffelijk overschot of urne|OVO001835|actief
DVR000002437|False|Verplichte keuring van een nieuwe of gewijzigde cv-installatie|OVO003323|actief
DVR000002438|False|EPC bij verkoop of verhuur van een woning|OVO000090|actief
DVR000002439|False|Erkenning van scholen en andere onderwijsinstellingen|OVO003772|actief
DVR000002440|False|Vlaamse Woonlening of de sociale lening bij de VMSW|OVO000103|actief
DVR000002441|False|Bevolkingsonderzoek Borstkanker|OVO000059|actief
DVR000002442|False|Melden van gebreken aan wegen, fietspaden, wegverlichting, ... in Vlaanderen|OVO000098|actief
DVR000002443|False|Doorlichtingsverslag van een school of een centrum voor leerlingenbegeleiding|OVO002410|actief
DVR000002444|False|Vergunning tot het rijden in een voetgangerszone||actief
DVR000002445|False|Subsidie voor het organiseren van een jeugdfuif||actief
DVR000002446|False|Poetshulp||actief
DVR000002447|False|Inkomensvervangende tegemoetkoming voor personen met een handicap|OVO008217|actief
DVR000002448|False|Veranderen van familienaam|OVO003988|actief
DVR000002449|False|Rustpensioen|OVO024764|actief
DVR000002450|False|Raming van uw toekomstige pensioenrechten|OVO024764|actief
DVR000002451|False|Voorlopig rijbewijs|OVO004067|stopgezet
DVR000002452|False|Stemmen bij verkiezingen|OVO008237|actief
DVR000002453|False|Visum en verblijfsdocumenten om in België te verblijven|OVO008237|actief
DVR000002454|False|Brandveiligheidsattest voor horeca-uitbaters||actief
DVR000002455|False|Vergunning voor het verstrekken van gegiste en/of sterke dranken||actief
DVR000002456|False|Elektronische vreemdelingenkaart|OVO008237|actief
DVR000002457|False|Exploitatievergunning voor de horeca||actief
DVR000002458|False|Hygiëneattest||actief
DVR000002459|False|Identiteitsbewijs voor een niet-Belgisch kind|OVO008237|actief
DVR000002460|False|Moraliteitsattest||actief
DVR000002461|False|Overlijdensaangifte van een doodgeboren kind||actief
DVR000002462|False|Buitenlandse overlijdensakte erkennen en overschrijven in België|OVO024762|actief
DVR000002463|False|Registratie poliovaccinatie|OVO008238|actief
DVR000002464|False|Reistoelating voor minderjarigen|OVO024762|actief
DVR000002465|False|Registratie van de slachting van een dier||actief
DVR000002466|False|Sociaal tarief voor elektriciteit en aardgas (sociale maximumprijzen)|OVO004539|actief
DVR000002467|False|Sociaal telefoontarief|OVO019809|actief
DVR000002468|False|Omgevingsvergunning voor kleinhandelsactiviteiten|OVO000039|actief
DVR000002469|False|Attest van de interventie van de brandweer|OVO008237|actief
DVR000002470|False|Toelating voor het organiseren van manifestaties ter bevordering van de plaatselijke handel/braderieën|OVO004539|actief
DVR000002471| |Wettiging handtekening||actief
DVR000002472|False|Nachtvergunning voor de horeca||actief
DVR000002473|False|Instapstage - VDAB|OVO000078|actief
DVR000002474|False|Gemeentelijke werkingssubsidie voor erkende jeugdverenigingen||actief
DVR000002475|False|Gebruiken van een tentoonstellingsruimte||actief
DVR000002476|False|Gemeentelijke premie voor een startende ondernemer||actief
DVR000002477|False|Werkingssubsidie voor sportverenigingen||actief
DVR000002478|False|Subsidie voor een startende jeugdvereniging||actief
DVR000002479|False|Subsidie voor de vorming van trainers of begeleiders||actief
DVR000002480|False|Subsidie voor het onvruchtbaar maken van een huiskat||actief
DVR000002481|False|Tegemoetkoming in de gemeentelijke opcentiemen||actief
DVR000002482|False|Vergunning voor het plaatsen van een tijdelijk terras||actief
DVR000002483|False|Klusjesdienst||actief
DVR000002484|False|Personenalarmsysteem||actief
DVR000002485|False|Toelating voor het uitdelen van flyers op markten, evenementen en openbare plaatsen||actief
DVR000002486|False|Toelating voor het uitdelen van productstalen op markten, evenementen of op openbare plaatsen||actief
DVR000002487|False|Vergunning voor een circusstandplaats||actief
DVR000002488|False|Vergunning voor straatanimatie en straatmuzikanten||actief
DVR000002489|False|Vergunning om koopwaar en voorwerpen uit te stallen op openbaar domein||actief
DVR000002490|False|Laatste wilsbeschikking|OVO001835|actief
DVR000002491|False|Attest van hoofdverblijfplaats (bewijs van woonst)|OVO008237|actief
DVR000002492|False|Attest van leven|OVO008237|actief
DVR000002493|False|Attest van Belgische nationaliteit|OVO008237|actief
DVR000002494|False|Attest van gezinssamenstelling|OVO008237|actief
DVR000002495|False|Akte van overlijden|OVO008237|actief
DVR000002496|False|Akte van geboorte|OVO008237|actief
DVR000002497|False|Akte van huwelijk|OVO008237|actief
DVR000002498|False|Akte van echtscheiding|OVO008237|actief
DVR000002499|False|Crisisopvang voor zorgbehoevende ouderen||actief
DVR000002500|False|Dagopvang voor ouderen||actief
DVR000002501|False|Gemeentelijke geboortepremie||actief
DVR000002502|False|Medisch-sociale toelage voor volwassenen met een handicap||actief
DVR000002503|False|Flats voor personen met een handicap||actief
DVR000002504|False|Tussenkomst voor Nederlandse taallessen||actief
DVR000002505|False|Oppas en gezelschap voor thuiswonende ouderen||actief
DVR000002506|False|Gemeentelijke premie voor palliatieve thuiszorg||actief
DVR000002507|False|Vakantietoelage voor personen met een handicap||actief
DVR000002508|False|Seniorenwoningen||actief
DVR000002509|False|Serviceflat en assistentiewoning||actief
DVR000002510|False|Sociaal restaurant||actief
DVR000002511|False|Sociale correctie op het gedifferentieerd tarief voor afvalverwerking||actief
DVR000002512|False|Sociale premie water en elektriciteit voor personen met een laag inkomen||actief
DVR000002513|False|Sociale premie water, gas en elektriciteit voor gezinnen||actief
DVR000002514|False|Thuiszorg - Haarverzorging||actief
DVR000002515|False|Tussenkomst in het leefgeld||actief
DVR000002516|False|Tussenkomst in de kosten voor het vaccin tegen baarmoederhalskanker||actief
DVR000002517|False|Woonbegeleiding||actief
DVR000002518|False|Inhaalpremie voor langdurige arbeidsongeschiktheid|OVO004200|actief
DVR000002519|False|Tegemoetkoming voor hulp van derden bij arbeidsongeschiktheid|OVO004200|actief
DVR000002520|False|Ziekte- en invaliditeitsuitkering|OVO004200|actief
DVR000002521|False|Arbeidsongevallenverzekering|OVO027181|actief
DVR000002522|False|Verlaagd btw-tarief voor personen met een handicap voor de aankoop van een wagen|OVO005190|actief
DVR000002523|False|Basisbankdienst|OVO004539|actief
DVR000002524|False|Belastingkrediet voor kinderen ten laste|OVO005190|actief
DVR000002525|False|Belastingvrije som bij opvang van een ouder familielid|OVO005190|actief
DVR000002526|False|Belastingvermindering voor dakisolatie|OVO005190|stopgezet
DVR000002527|False|Bemiddeling|OVO003988|actief
DVR000002528|False|Beroepsziekten|OVO027181|actief
DVR000002529|False|Bijzonder Solidariteitsfonds voor uitzonderlijke gezondheidskosten|OVO004200|actief
DVR000002530|False|Blindenstok|OVO008217|actief
DVR000002531|False|Tegemoetkoming chronische wonden|OVO004200|actief
DVR000002532|False|Dringende medische hulp voor mensen zonder wettig verblijf||actief
DVR000002533|False|Equivalent leefloon|OVO027345|actief
DVR000002534|False|Belastingvermindering voor de kosten voor kinderopvang|OVO005190|actief
DVR000002535|False|Kraamgeld (geboortepremie)|OVO003903|stopgezet
DVR000002536|False|Globaal medisch dossier|OVO004200|actief
DVR000002537|False|Incontinentieforfait|OVO004200|actief
DVR000002538|False|Installatiepremie voor dak- en thuislozen|OVO027345|actief
DVR000002539|False|Integratietegemoetkoming voor personen met een handicap|OVO008217|actief
DVR000002540|False|Jobkorting federale overheid|OVO005190|actief
DVR000002541|False|Juridische tweedelijnsbijstand (Pro-Deoadvocaat)|OVO003988|actief
DVR000002542|False|Tegemoetkoming in de reiskosten van kankerpatiënten|OVO004200|actief
DVR000002543|False|Kinderbijslag van 18 tot 25 jaar|OVO003903|stopgezet
DVR000002544|False|Gewaarborgd kraamgeld|OVO003903|stopgezet
DVR000002545|False|Gewaarborgde gezinsbijslag|OVO003903|stopgezet
DVR000002546|False|Leeftijdsbijslag bij de kinderbijslag|OVO003903|actief
DVR000002547|False|Jaarlijkse bijslag bij het kindergeld (schoolpremie)|OVO003903|stopgezet
DVR000002548|False|Toeslag bij de kinderbijslag voor langdurig werklozen en gepensioneerden|OVO003903|stopgezet
DVR000002549|False|Wezenbijslag|OVO003903|stopgezet
DVR000002550|False|Verlengde kinderbijslag|OVO003903|stopgezet
DVR000002551|False|Vrijstelling voor studies in het kader van knelpuntberoepen|OVO025169|actief
DVR000002552|False|Inkomstenvrijstelling voor leefloners|OVO027345|actief
DVR000002553|False|Lokaal Opvang Initiatief (LOI) voor asielzoekers|OVO027345|actief
DVR000002554|False|Verlof voor medische bijstand|OVO025169|actief
DVR000002555|False|Maximumfactuur voor medische kosten|OVO004200|actief
DVR000002556|False|Melden van discriminatie|OVO003858|actief
DVR000002557|False|Mobiliteitstoeslag voor wie het werk hervat in loondienst||actief
DVR000002558|False|Negatieve wilsverklaring||actief
DVR000002559|False|Hulp bij het betalen van onderhoudsgeld of alimentatie||actief
DVR000002560|False|Voorschot op de alimentatievordering|OVO005190|actief
DVR000002561|False|Regeling begrafeniskosten bij onvoldoende middelen||actief
DVR000002562|False|Palliatief forfait - Toelage voor thuisverzorging|OVO004200|actief
DVR000002563|False|Palliatief verlof|OVO025169|actief
DVR000002564|False|Toeslag belastingvrije som bij personenbelasting|OVO005190|actief
DVR000002565|False|Tegemoetkoming voor pijnstillers voor chronisch zieken|OVO004200|actief
DVR000002566|False|Referentieadres||actief
DVR000002567|False|Tussenkomst voor socio-culturele en sportieve participatie voor mensen in armoede|OVO027345|actief
DVR000002568|False|Gratis tandverzorging tot 18 jaar|OVO004200|actief
DVR000002569|False|Kortingskaart NMBS voor grote gezinnen|OVO003863|actief
DVR000002570|False|Kortingskaart NMBS 'Verhoogde tegemoetkoming'|OVO003863|actief
DVR000002571|False|Verminderingskaart NMBS voor personen met een visuele handicap|OVO008217|actief
DVR000002572|False|Seniorenbiljet NMBS vanaf 65 jaar|OVO003863|actief
DVR000002573|False|Voorrangskaart NMBS voor een zitplaats op de trein|OVO003863|actief
DVR000002574|False|Verhoogde tegemoetkoming voor gezondheidszorgen|OVO004200|actief
DVR000002575|False|Verwarmingstoelage via het Sociaal Verwarmingsfonds|OVO027368|actief
DVR000002576|False|Vrijstelling van draagplicht van de veiligheidsgordel|OVO004067|actief
DVR000002577|False|Onkostenvergoeding voor vrijwilligerswerk|OVO021371|actief
DVR000002578|False|Tijdelijke inschrijving bij het ziekenfonds voor wie verblijft in België||actief
DVR000002579|False|Zorgforfait voor chronisch zieken|OVO004200|actief
DVR000002580|False|Burenbemiddeling||actief
DVR000002581|False|Gratis energiescan||actief
DVR000002582|False|Gezinsvakantie||actief
DVR000002583|False|Advies om de toegankelijkheid van een woning voor ouderen te verbeteren||actief
DVR000002584|False|Sociale samenhang - Buurthuis||actief
DVR000002585|False|Ontlenen van taalstimulerend materiaal bij de Taal-o-theek||actief
DVR000002586|False|Dringend ziekenvervoer|OVO004200|actief
DVR000002587|False|Financiële tegemoetkoming voor incontinentiemateriaal||actief
DVR000002588|False|Gemeentelijke tussenkomst bij de aankoop van een Buzzy Pazz bij De Lijn|OVO000100|actief
DVR000002589|False|Gemeentelijke aanpassingspremie voor personen met een handicap||actief
DVR000002590|False|Boodschappendienst met dienstencheques||actief
DVR000002591|False|Hulp bij verplaatsing met dienstencheques||actief
DVR000002592|False|Europees rijbewijs|OVO004067|stopgezet
DVR000002593|False|Aangifte van een adreswijziging bij uw stad of gemeente|OVO008237|actief
DVR000002594|False|Een stookolietank buiten gebruik stellen|OVO003323|actief
DVR000002595|False|Zorgwonen|OVO003323|actief
DVR000002596|False|Huur van een sociale woning bij het Vlaams Woningfonds|OVO001729|actief
DVR000002597|False|Sociale lening bij een erkende kredietmaatschappij||actief
DVR000002598|False|Premies voor sociale isolatieprojecten voor huurwoningen|OVO000090|actief
DVR000002599|False|E-peilpremie voor energiezuinige nieuwbouw|OVO000090|actief
DVR000002600|False|Uittreksel uit het strafregister|OVO003988|actief
DVR000002601|False|Combinatiepremie voor gelijktijdige investering in raamvervanging en muurisolatie|OVO000090|stopgezet
DVR000002602|False|Machtiging tot het uitoefenen van ambulante activiteiten (leurkaart)|OVO000039|actief
DVR000002603|False|Subsidie voor de huur van niet-gemeentelijke sportzalen||actief
DVR000002604|False|Subsidie voor de (her)aanleg van sportvelden of het (ver)bouwen van sportinfrastructuur||actief
DVR000002605|False|Sportkamp||actief
DVR000002606|False|Subsidie voor meer en betere sportgekwalificeerde jeugdsportwerkers||actief
DVR000002607|False|Een speelstraat organiseren||actief
DVR000002608|False|Kampvervoer voor jeugdverenigingen||actief
DVR000002609|False|Belgisch paspoort|OVO027501|actief
DVR000002610|False|Huurgarantiefonds voor verhuurders|OVO000106|actief
DVR000002611|False|Subsidie voor bewoonde zwaluwnesten||actief
DVR000002612|False|Subsidie voor een compostvat, compostbak of wormenbak||actief
DVR000002613|False|Subsidie voor de aanleg en het beheer van kleine landschapselementen||actief
DVR000002614|False|Signalisatievergunning||actief
DVR000002615|False|Advies van de Lokale Adviescommissie (LAC) over afsluiting of heraansluiting van elektriciteit, aardgas of water||actief
DVR000002616|False|Vlaamse Kredietbemiddelaar|OVO000039|actief
DVR000002617|False|Premie voor buitensporige directe kost bij verplicht archeologisch onderzoek|OVO000104|actief
DVR000002618|False|Beroepskaart voor vreemdelingen|OVO000076|actief
DVR000002619|False|Starteo, een voordelige lening voor startende zelfstandigen en kleine ondernemingen|OVO000044|actief
DVR000002620|False|Business Angels+lening (BA+lening)|OVO000044|actief
DVR000002621|False|Startlening+|OVO000044|actief
DVR000002622|False|Optimeo, een voordelige lening voor zelfstandigen en kleine ondernemingen die hun zaak willen uitbreiden|OVO000044|actief
DVR000002623|False|Getuigschrift van vakbekwaam slachten|OVO003323|actief
DVR000002624|False|Vergunning voor commercieel vervoer van dieren|OVO003323|actief
DVR000002625|False|Keuring vervoermiddel bij commercieel vervoer van dieren|OVO003323|actief
DVR000002626|False|Getuigschrift van vakbekwaamheid bij commercieel vervoer van dieren|OVO003323|actief
DVR000002627|False|Erkenning als dierentuin|OVO003323|actief
DVR000002628|False|Erkenning als hondenkwekerij, kattenkwekerij, dierenasiel, dierenpension of handelszaak voor dieren|OVO003323|actief
DVR000002629|False|Erkenning als proefdierlabo of als fokker van proefdieren|OVO003323|actief
DVR000002630|False|Melden van verwaarloosde of mishandelde dieren|OVO003323|actief
DVR000002631|False|Hondenpaspoort en registratiebewijs voor een hond|OVO003323|actief
DVR000002632|False|Vergunning voor het plaatsen van een strandcabine||actief
DVR000002633|False|Advies over brandpreventie in uw woning|OVO008237|actief
DVR000002634|False|Gratis internet in de bibliotheek||actief
DVR000002635|False|Aangifte van een verhuis naar het buitenland||actief
DVR000002636|False|Aanvraag van een stage||actief
DVR000002637|False|Huren van een parkeerplaats op een binnenkoer||actief
DVR000002638|False|Gratis optreden op uw buurtfeest||actief
DVR000002639|False|Subsidie voor het organiseren van een buurtfeest||actief
DVR000002640|False|Projectsubsidie voor een duurzaam artistiek initiatief||actief
DVR000002641|False|Projectsubsidie voor jongeren||actief
DVR000002642|False|Aanvraag voor het plaatsen van een tijdelijke fietsenstalling||actief
DVR000002643|False|Aanvraag voor het plaatsen van een permanente fietsenstalling||actief
DVR000002644|False|Fietsregistratie op een evenement||actief
DVR000002645|False|Belasting op vaste reclame zichtbaar van op de openbare weg||actief
DVR000002646|False|Beerputten ruimen||actief
DVR000002647|False|Premie voor klein comfort in uw woning||actief
DVR000002648|False|Aankopen van kippen||actief
DVR000002649|False|Belasting op het aansluiten op de openbare riolering||actief
DVR000002650|False|Beveiligingsadvies van woningen||actief
DVR000002651|False|Subsidie voor preventieprojecten in scholen||actief
DVR000002652|False|Labelen van fietsen||actief
DVR000002653|False|Premie voor de aanleg van een voetpad op het openbaar domein||actief
DVR000002654|False|Premie voor een rookmelder||actief
DVR000002655|False|Premie voor binneninrichting van winkels||actief
DVR000002656|False|Gevelrenovatiepremie||actief
DVR000002657|False|Huisnummer||actief
DVR000002658|False|Subsidie voor het organiseren van lokale economische initiatieven||actief
DVR000002659|False|Vergunning voor het laden en lossen||actief
DVR000002660|False|Belasting op het geven van een filmvoorstelling||actief
DVR000002661|False|Belasting op het verstrekken van logies||actief
DVR000002662|False|Huisnummerplaatje||actief
DVR000002663|False|Stage- en leerwerkplaatsen bij de Vlaamse overheid|OVO001833|actief
DVR000002664|False|Een diploma secundair onderwijs behalen|OVO000049|actief
DVR000002665|False|Een getuigschrift basisonderwijs behalen|OVO000049|actief
DVR000002666|False|Energielening|OVO000090|actief
DVR000002667|False|Belastingvermindering voor de enige en eigen woning (woonbonus)|OVO000029|actief
DVR000002668|False|Vergunning beenhouwer-spekslager|OVO000039|actief
DVR000002669|False|Machtiging tot het uitoefenen van kermisactiviteiten|OVO000039|actief
DVR000002670|False|Gratis IE-scan|OVO000039|stopgezet
DVR000002671|False|Advies voor ondernemers over aangewezen financieringsmix - Finmix|OVO000039|actief
DVR000002672|False|Trajectbegeleiding innovatieve start-ups en scale-ups|OVO000039|actief
DVR000002673|False|Ongeschikt of onbewoonbaar verklaren van een woning|OVO000106|actief
DVR000002674|False|Inclusief Onderwijs (ION-begeleiding)||stopgezet
DVR000002675|False|Werkloosheidsuitkering|OVO025169|actief
DVR000002676|False|Toeslag bij de kinderbijslag voor eenoudergezinnen|OVO003903|stopgezet
DVR000002677|False|Toeslag op de kinderbijslag voor kinderen met een handicap|OVO003903|stopgezet
DVR000002678|False|Inschakelingsuitkering voor werkzoekende schoolverlaters|OVO025169|actief
DVR000002679|False|Stemmen met een volmacht|OVO008237|actief
DVR000002680|False|Ouderschapsverlof|OVO025169|actief
DVR000002681|False|Auteursrecht|OVO004539|actief
DVR000002682|False|Examens ondernemersvaardigheden bij de Centrale Examencommissie|OVO000039|actief
DVR000002683|False|Octrooi of patent|OVO004539|stopgezet
DVR000002684|False|Vermindering erfbelasting bij overdracht van familiale ondernemingen en vennootschappen|OVO000031|actief
DVR000002685|False|Erasmus voor jonge ondernemers|OVO004097|actief
DVR000002686|False|Vrijstelling van schenkbelasting voor de overdracht van familiale ondernemingen en vennootschappen|OVO000031|actief
DVR000002687|False|Vrijstelling van erfbelasting voor de wettelijke terugkeer van schenkingen|OVO000031|actief
DVR000002688|False|Stedenbouwkundig uittreksel|OVO003323|actief
DVR000002689|False|Bijstand van een tolk voor dove of slechthorende werknemers, zelfstandigen en werkzoekenden met een arbeidshandicap|OVO000078|actief
DVR000002690|False|Tegemoetkoming voor arbeidsgereedschap, -kleding en arbeidspostaanpassingen|OVO000078|actief
DVR000002691|False|Belastingvermindering voor beveiligen van woningen||actief
DVR000002692|False|Cambio-voordeel bij jaarbonnement van De Lijn|OVO027423|actief
DVR000002693|False|Melden van gezondheidsproblemen bij honden na aankoop|OVO003323|actief
DVR000002694|False|Vrijstelling van de belasting op inverkeerstelling (BIV) en de verkeersbelasting (VKB) voor personen met een handicap|OVO000031|actief
DVR000002695|False|Erkenning voor het houden van een zoogdier dat niet op de positieve lijst staat|OVO003323|actief
DVR000002696|False|Vrijstelling van bepaalde werkloosheidsverplichtingen bij volgen van opleiding die voorbereidt op zelfstandig beroep|OVO025169|actief
DVR000002697|False|Vergunning voor een collecte|OVO008237|actief
DVR000002698|False|Toelating tot crematie|OVO001835|actief
DVR000002699|False|Kinderopvangtoeslag voor alleenstaande werkzoekenden die weer aan de slag gaan|OVO025169|stopgezet
DVR000002700|False|Kmo-cofinanciering|OVO000044|actief
DVR000002701|False|Ecocheques|OVO004018|actief
DVR000002702|False|Taxshelter voor startende ondernemingen|OVO005190|actief
DVR000002703|False|Krediet voor onderzoekers voor een lang verblijf in het buitenland|OVO000042|actief
DVR000002704|False|Krediet voor onderzoekers voor deelname aan een workshop of een cursus in het buitenland|OVO000042|actief
DVR000002705|False|Krediet voor een kort verblijf in het buitenland|OVO000042|actief
DVR000002706|False|Krediet voor deelname van onderzoekers aan congres in buitenland|OVO000042|actief
DVR000002707|False|Verplichte energieaudit voor grote ondernemingen|OVO000090|actief
DVR000002708|False|Erkenning als toeristisch centrum|OVO004018|stopgezet
DVR000002709|False|Startbonus|OVO000076|actief
DVR000002710|False|Federale uitkering voor tijdskrediet|OVO025169|actief
DVR000002711|False|Federale uitkering voor ouderschapsverlof, verlof voor medische bijstand of palliatief verlof|OVO025169|actief
DVR000002712|False|Innovatiepremie voor creatieve werknemers|OVO004539|actief
DVR000002713|False|Korting op treinticket voor werkzoekenden die op sollicitatiegesprek gaan|OVO000078|actief
DVR000002714|False|Melding van tijdelijke afwezigheid|OVO008237|actief
DVR000002715|False|Premie voor een hakselaar||actief
DVR000002716|False|Vaste standplaats op de wekelijkse markt|OVO004539|actief
DVR000002717|False|Niet-productieve investeringssteun land- en tuinbouwers|OVO000082|actief
DVR000002718|False|Vergoedingen van netbeheerders bij laattijdige (her)aansluiting en stroomonderbreking|OVO000093|actief
DVR000002719|False|Premie voor een nieuw zero-emissie-voertuig|OVO000090|actief
DVR000002720|False|Vestigingsvergunning voor een nachtwinkel|OVO004539|actief
DVR000002721|False|Aangifte afwijking op de wekelijkse rustdag|OVO004539|actief
DVR000002722|False|Vergunning voor tijdelijke bewegwijzering van een manifestatie||actief
DVR000002723|False|Permanente bewegwijzering van een onderneming||actief
DVR000002724|False|Rattenvergif||actief
DVR000002725|False|Antireclamesticker||actief
DVR000002726|False|Sociaal tarief voor water|OVO000092|actief
DVR000002727|False|Aanvraag tijdelijk parkeerverbod||actief
DVR000002728|False|Aanpassingen aan het openbaar domein||actief
DVR000002729|False|Inname openbaar domein||actief
DVR000002730|False|Belasting op economische bedrijvigheid||actief
DVR000002731|False|Activeringsheffing op onbebouwde gronden||actief
DVR000002732|False|Gedeeld verblijf|OVO008237|actief
DVR000002733|False|Premie voor de installateur die een roetfilter plaatst|OVO003323|actief
DVR000002734|False|Aanvraag van de vrijstelling van de kilometerheffing in Vlaanderen|OVO000031|actief
DVR000002735|False|Kilometerheffing voor vrachtwagens|OVO002333|actief
DVR000002736|False|Premie van de netbeheerder voor na-isolatie van een buitenmuur langs de binnenzijde|OVO000090|actief
DVR000002737|False|Premie voor het plaatsen van een infiltratievoorziening||actief
DVR000002738|False|Aankoop van een compostbak of compostvat||actief
DVR000002739|False|Inleveren PMD afval||actief
DVR000002740|False|Inleveren papier en karton||actief
DVR000002741|False|Snoeihout verhakselen||actief
DVR000002742|False|Inleveren snoeihout||actief
DVR000002743|False|Inleveren kerstboom||actief
DVR000002744|False|Composteerbare zakken||actief
DVR000002745|False|Belasting op het huis-aan-huis verspreiden van ongeadresseerd reclamedrukwerk||actief
DVR000002746|False|Omgevingsvergunning|OVO003323|actief
DVR000002747|False|Vrijstelling van doorstorting van bedrijfsvoorheffing bij investering in steunzones|OVO005190|actief
DVR000002748|False|Machtiging voor standplaats op kermis|OVO000039|actief
DVR000002749|False|Eretitel voor uitvoerende mandatarissen en raadsleden|OVO001835|actief
DVR000002750|False|Ereteken voor lokale en provinciale mandatarissen en personeel|OVO001835|actief
DVR000002751|False|Subsidie teelt van vezelvlas met verminderde bemesting|OVO000082|actief
DVR000002752|False|Subsidie teelt van vezelhennep met verminderde bemesting|OVO000082|actief
DVR000002753|False|Tegemoetkoming in de kosten woon-werkverkeer voor personen met een handicap|OVO000078|actief
DVR000002754|False|Verplaatsingsvergoeding voor werkzoekenden die een erkende opleiding volgen|OVO000078|actief
DVR000002755|False|Verblijfsvergoeding bij opleiding VDAB|OVO001835|stopgezet
DVR000002756|False|Vermindering van de onroerende voorheffing voor ingrijpende energetische renovatie|OVO000031|actief
DVR000002757|False|Toegang tot de LEZ in Antwerpen||actief
DVR000002758|False|Burenpremie voor collectieve renovatieprojecten|OVO000090|actief
DVR000002759|False|Totaalrenovatiebonus van de netbeheerder (BENO-pass)|OVO000090|actief
DVR000002760|False|Bevolkingsonderzoek dikkedarmkanker|OVO000059|actief
DVR000002761|False|Bevolkingsonderzoek baarmoederhalskanker|OVO000059|actief
DVR000002762|False|Professionele erkenning van een buitenlands lerarendiploma in Vlaanderen|OVO000050|actief
DVR000002763|False|Instaptoets lerarenopleiding|OVO000158|actief
DVR000002764|False|Beroepsinlevingsstage (BIS)|OVO000078|actief
DVR000002765|False|Aanmelding en erkenning van een toeristisch logies|OVO000034|actief
DVR000002766|False|Toegang tot de LEZ in Brussel||actief
DVR000002767|False|Persoonlijk assistentiebudget voor personen met een handicap (PAB)|OVO000060|actief
DVR000002768|False|Rechtstreeks toegankelijke hulp (RTH) voor personen met een handicap|OVO000060|actief
DVR000002769|False|BE-Alert waarschuwingssysteem bij noodsituaties|OVO008237|actief
DVR000002770|False|Uw handicap laten erkennen en hulp aanvragen bij het VAPH|OVO000060|stopgezet
DVR000002771|False|Bijkomende sluitingspremie|OVO000039|actief
DVR000002772|False|Afzonderlijke sluitingspremie|OVO000039|actief
DVR000002773|False|Sportmateriaal lenen|OVO000070|actief
